Year,GDP.Nominal GDP[1],GDP.nominal GDP growth rate[1],GDP.Real GDP in 2021c$[1],GDP.real GDP growth rate[1],Government.debt to GDP ratio[1],Government.government consumption[1],Finance.total investment[1],Circular Flow.private consumption[1],Employment.Wage Rate[1],Employment.Employed[1],Employment.Unemployed[1],Employment.unemployment rate[1],Employment.share of employment in agriculture[1],Employment.share of employment in industry[1],Employment.share of employment in services[1],Inflation.agriculture percentage of GDP[1],Demographics.nominal GDP per person[1],Demographics.real GDP per person[1],Demographics.Aged 0 years[1],Demographics.Aged 1 to 20 years[1],Demographics.Aged 20 to 40 years[1],Demographics.Aged 40 to 60 years[1],Demographics.Aged 60 to 65 years[1],Demographics.Aged 65 to 75 years[1],Demographics.Aged Over 75 years[1],Demographics.deaths 0 years[1],Demographics.deaths 1 to 20 years[1],Demographics.deaths 20 to 40 years[1],Demographics.deaths 40 to 60 years[1],Demographics.deaths 60 to 65 years[1],Demographics.deaths 65 to 75 years[1],Demographics.deaths Over 75 years[1],Demographics.Population[1],Demographics.fertility[1],Demographics.Births[1],Demographics.total deaths[1],Demographics.female population literacy percentage[1],Land Use.Forest Land[1],Crop.crop production[1],Food Demand.crop demand for food[1],Food Demand.Crops used for Seed or Lost[1],Food Demand.feed production[1],Land Use.Cropland[1],Freshwater.total water withdrawal[1],Animal Products.animal products production[1],Food Demand.animal products demand[1],Freshwater.irrigated cropland[1],Animal Products.aquatic animal product share[1],Land Nutrients.man made fertilizer use[1],Land Nutrients.manure fertilizer use[1],Land Nutrients.fertilizer use[1],fossil energy.Secondary Fossil Energy Output[1],fossil energy coal.Secondary Fossil Energy Output[1],fossil energy oil.Secondary Fossil Energy Output[1],fossil energy gas.Secondary Fossil Energy Output[1],renewable energy.Renewable Energy Output[1],wind and solar energy.Wind and Solar Energy Output[1],hydropower energy.Hydropower Energy Output[1],nuclear energy.Nuclear Energy Output[1],other energy.Other Energy Output[1],bio fuel energy.bio fuel primary energy[1],bio fuel energy.bio fuel secondary energy output[1],energy supply.Total Energy Output[1],renewable energy.Total Renewable Energy Capacity[1],wind and solar energy.Wind and Solar Energy Capacity[1],hydropower energy.Hydropower Energy Capacity[1],other energy.Other Energy Capacity[1],bio fuel energy.bio fuel production[1],nuclear energy.Nuclear Energy Capacity[1],fossil energy.Primary Fossil Energy FUEL[1],fossil energy coal.Primary Fossil Energy FUEL[1],fossil energy oil.Primary Fossil Energy FUEL[1],fossil energy gas.Primary Fossil Energy FUEL[1],energy demand.demand for energy[1],energy investments.Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Coal Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Oil Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Gas Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Gross Investments in Fossil Energy Capital[1],energy investments.Coal Gross Investments in Fossil Energy Capital[1],energy investments.Gross Investments in Fossil Energy Capital oil and gas[1],energy investments.Gross Investments in Renewables[1],energy investments.Investments in Nuclear Capacity[1],energy investments.Gross Investments in Hydropower Energy capacity[1],energy investments.Gross Investments in Solar and Wind Energy Capacity[1],energy investments.Gross Investments in Other Capacity[1],energy investments.Gross Investments in Biofuel Capacity[1],wind and solar energy.Installation Cost of Solar and Wind capacity[1],hydropower energy.Hydropower Installation Costs[1],energy investments.share of GDP invested in fuel extraction[1],energy investments.share of GDP invested in Energy without fuel[1],fossil energy coal.Fossil Fuel Extraction Carbon[1],fossil energy oil.Fossil Fuel Extraction Carbon[1],fossil energy gas.Fossil Fuel Extraction Carbon[1],fossil energy.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy coal.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy oil.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy gas.conversion efficiency of fossil fuels to secondary fossil energy[1],Sea Level.SLR thermosteric[1],Sea Level.SLR from mountain glaciers[1],Sea Level.SLR from Greenland Ice Sheet[1],Sea Level.SLR from Antarctic Ice Sheet[1],Sea Level.SLR from LWS[1],Sea Level.Total global SLR[1],Animal Products Demand.Average Daily Demand Per Capita[1],Ocean.Air sea co2 flux[1],Emissions.land carbon sink[1],Terrestrial Carbon Balance.Terrestrial carbon balance[1],Terrestrial Carbon Balance.deforestation carbon loss[1],Terrestrial Carbon Balance.forest regrowth carbon uptake[1],Concrete.total yearly concrete use[1],Concrete.residential concrete stock in use[1],Concrete.Infrastructure concrete stock in use[1],Concrete.In use concrete stock[1],Concrete.concrete waste generation[1],Concrete.new RS construction[1],Concrete.CO2 emissions[1],Emissions.CO2 emissions from Energy[1],Emissions.CO2 Emissions from Food and Land Use[1],Emissions.N2O Emissions from Food and Land Use[1],Emissions.N2O Emissions from Other[1],Emissions.N2O Emissions from Energy[1],Emissions.CH4 Emissions from Energy[1],Emissions.CH4 Emissions from Food and Land Use[1],Emissions.CH4 Emissions from Other[1],Emissions.SO2 Emissions from Energy[1],Emissions.HFC134a eq Emissions[1],Emissions.Total CH4 Emissions[1],Emissions.Total CO2 Emissions[1],Emissions.Total SO2 Emissions[1],Emissions.Total N2O Emissions[1]
2013,104378.461358,0.0609953128602,120389.464874,0.0353562398154,0.795948159984,16667.7968793,32034.1240817,55676.5403967,17748.9521129,2847.89775987,166.82849314,0.0553378579474,0.31754283147,0.225792089269,0.456665079261,3.6917150393,14.4271273673,16.6401585234,136.250505099,2425.1410098,2225.00475699,1601.56732501,272.52719747,347.106971695,227.277112382,4.95729379957,3.77353645835,4.39572406503,8.96578706074,4.06207973818,8.40109470088,20.5030223788,7234.87487845,2.53457463756,138.59084775,55.093433416,79.1280420113,4093.13431176,14099.7880623,5970.29790505,1089.60262735,1992.23169047,1543.34200419,4219805043320,1318.15784868,1316.37542734,329.817200351,0.0721541126186,102.725974048,24.7176270723,127.443601121,49427.8124112,16914.4341399,19341.9277286,13171.4505427,5560.20368358,835.459241339,3934.36731851,2654.19219271,521.635307763,0.0024328586251,268.741815971,57642.2082875,1589.60885754,470.284089519,1031.32816007,87.9966079525,120.374893177,362.42836942,0.457653409586,0.160042718891,0.175098078915,0.12251261178,57638.8793791,1071924264100,103656352853,670137804941,298130106308,147832841440,26353011625.6,121479829814,301420061809,37389934471.4,71515516870.1,196171950469,24381358263.2,9351236206.83,1932.82716251,1785.68151231,0.00890380454155,0.0117180873082,3.85197897425,3.2255807794,1.81620733538,0.388809786954,0.380473184444,0.39221862278,0.387039515889,0.0236187454225,0.0103305445726,0.00483910362277,0.00625595106762,0.00593236138897,0.0509767060745,498.489342346,2.82933946442,3.24270299958,1.75544313801,1.99346313125,1.2224170687,17801.3463252,210492.045966,119558.271914,330050.31788,5594.53515063,5725.5199694,1226.87547085,32713.6592115,5420.29331616,8977.67890539,1093.99752101,1780.48990931,150.142759456,141.334712237,70.720100904,97.6508199688,512.371495726,362.197572597,39360.8279985,99.6941299688,11852.1663357
2014,110409.617326,0.0577456081359,124273.278723,0.0330038778895,0.803461717584,17473.1094486,33919.0243807,59017.4834967,18506.7093429,2879.80981408,172.638498199,0.0565573862478,0.312367686644,0.226678995606,0.46095331775,3.66013659463,15.089378018,16.9840864012,136.622329865,2432.90718025,2245.81503226,1627.22320546,282.610109488,358.677260431,233.187188056,4.81631161423,3.64563291337,4.36350577443,8.96691066249,4.13072113422,8.53511838179,20.889040438,7317.04230581,2.51599629845,138.89461415,55.3800581298,79.4735869053,4087.02058073,14335.5060284,6070.82606946,1110.83942744,2014.3222826,1547.84669491,4266815909930,1339.334782,1340.90315103,333.640485972,0.0728542246987,103.994143244,24.755008793,128.749152037,50231.1033017,16983.1576672,19634.0480423,13613.8975921,5885.98071348,1012.36652106,4045.53167587,2652.17049929,554.108018827,0.00246792777539,273.974497722,58769.2545144,1724.05966067,569.86606175,1060.71904808,93.4745508412,122.110072187,362.377291632,0.462608879651,0.159990706101,0.176861032359,0.125757141191,58809.6620146,1090877587350,89744044230.9,691487929344,309645613778,149612768400,22781370661.6,126831397738,312861736933,49292683868,73734723002.7,205654734634,24892297866.1,8579981430.28,1860.28857717,1833.71065948,0.0087780542894,0.0116922320155,3.85219743782,3.25780092452,1.86414476062,0.390896024353,0.382143245016,0.394150353069,0.389719668143,0.024931915159,0.0110363292614,0.00515917466319,0.00668318653965,0.00620727910054,0.0540178847239,502.075443815,2.86628833542,3.278975268,1.75514658209,2.03139963531,1.23368934645,18364.0475802,216110.208081,126318.824123,342429.032204,5800.85337208,5808.87907599,1269.02843919,33006.1862073,5546.64156003,9034.68240769,1103.66661639,1762.14180788,149.290325892,141.494982988,71.523278409,95.2242344595,543.913410517,362.308587288,39821.8562065,97.2675444595,11900.490832
2015,116715.606882,0.0562517632884,128387.953582,0.0327590996508,0.81304007462,18266.163725,35528.5004734,62920.9426838,19318.1020415,2918.56552064,170.303966883,0.0551347240701,0.307019824034,0.227595501984,0.465384673981,3.62907457703,15.7741526388,17.3516741325,136.92663073,2441.1224895,2267.43590522,1650.23548293,292.20007474,372.221076426,239.026432373,4.67619329263,3.52161947226,4.33176369232,8.95058241242,4.18707888396,8.70675945025,21.2571887229,7399.16809193,2.49814793977,139.077565916,55.6627507823,79.8169383704,4080.82727372,14579.6810142,6172.62283251,1132.43434674,2042.69533807,1552.43452287,4315088950680,1365.85620853,1365.75964311,337.688144969,0.073568444046,105.272000543,24.8010772711,130.073077814,51031.6229791,16977.3815245,19960.1016973,14094.1397573,6224.63891175,1202.27523625,4156.45887049,2664.41592123,587.077775045,0.00249918002943,278.827029964,59920.6778121,1865.81337577,676.766605544,1090.01042809,99.0363421329,123.656395801,364.231086478,0.46737591523,0.159169786132,0.17890621133,0.129299917768,60019.0719625,1117983571950,80216404256.7,715376845633,322390322056,152185063703,19503368425.3,132681695278,324540608695,60549828199,75836150136.1,214673513867,25749725211.7,8281219480.74,1799.29337992,1881.57719557,0.00870785413078,0.0117072822403,3.83338113306,3.29516773213,1.91646397887,0.393075117348,0.383983512031,0.396109319418,0.392412493388,0.0262233830665,0.011761036751,0.00548600748126,0.0071228541823,0.0064859898955,0.0570792713765,505.706478743,2.92242261523,3.29837552117,1.77482255455,2.03254614374,1.24433157976,18996.2068874,221821.692371,133375.928241,355197.620612,6013.93290175,5909.94872018,1316.47989563,33266.0107803,5541.99505078,9103.92385992,1113.20519067,1741.60064129,147.862147041,142.004226595,72.3260488755,92.7081324475,571.097619547,362.192422511,40124.4857268,94.7514424475,11958.7296919
2016,123066.927144,0.0539292491772,132536.625612,0.0320675470817,0.825513760977,18999.3406235,36920.3693083,67147.2172125,20189.7757815,2956.23117838,167.900863708,0.0537432033749,0.301896860214,0.228473465642,0.469629674144,3.6008082337,16.4502128363,17.7160164028,137.125522891,2449.49108853,2289.60280014,1672.19858162,300.522445876,387.28664499,244.948288491,4.5348555707,3.40064633913,4.30005605594,8.92402658936,4.2219980664,8.90535391344,21.6212087802,7481.17537254,2.48099840549,139.177632062,55.9403412132,80.1587173703,4074.7279172,14825.3169139,6275.06718328,1154.39641668,2067.83180992,1557.07375111,4362494293760,1394.95930688,1391.57864618,341.677208214,0.0742980331295,106.545859631,24.8507075569,131.396567188,51843.5839049,16954.8954526,20296.718712,14591.9697403,6580.2861159,1409.71656432,4262.61386852,2686.894585,622.902382515,0.00254232441436,285.053300532,61110.7646058,2016.66060549,793.536342802,1118.04453374,105.079728943,125.791127624,367.471439745,0.472181206428,0.15817088433,0.181021736695,0.132988585404,61223.8992554,1116233582160,85735077853.1,707905471456,322593032855,146924334525,22018171797.5,124906162728,354953602928,65538262056.7,72936878230.9,242695524211,28804269794.7,10516930691.1,1749.41754335,1927.38915557,0.00842207636577,0.011594722893,3.80873472002,3.33439248397,1.97128820278,0.395265418269,0.385896708411,0.398052793785,0.395004510392,0.0274916031305,0.012500593457,0.00581836187522,0.00757238372628,0.00677829715869,0.0601612393476,509.618348223,2.96963118661,3.31017138141,1.79680192137,2.02513744427,1.25461738305,19675.7617816,227637.699979,140769.0377,368406.737679,6234.65096923,6017.99269949,1367.67809185,33523.3465117,5503.26432014,9178.58351381,1122.81293897,1721.08742104,146.317727105,142.657481051,73.1276609638,90.2456841184,597.234676944,362.10286912,40394.2889237,92.2889941184,12022.4838738
2017,129452.18752,0.0516973118427,136831.429444,0.0320585104928,0.841840726674,19625.5833275,38102.1217995,71724.4823935,21123.6558709,2989.75824131,168.670995936,0.0534034430617,0.296778135064,0.229350702884,0.473871162052,3.57401097873,17.1168953043,18.0926201172,137.10738542,2457.71518289,2311.95011383,1693.04349612,308.36120956,404.11411183,250.539563975,4.39162975296,3.28335921117,4.26853638255,8.89000378587,4.24564083672,9.13379110408,21.9549820182,7562.83106362,2.46451798099,138.917449898,56.1969991532,80.4967980419,4068.70639972,15077.1197747,6377.35628998,1176.65091656,2089.36274871,1561.80121953,4410905040610,1424.79700596,1418.73234293,345.772679014,0.0750396710686,107.840668055,24.9006268791,132.741294934,52674.4607496,17022.6976324,20590.8213803,15060.9417369,6972.29494557,1655.60919779,4354.84756284,2711.24464306,665.613973372,0.00262893783805,296.224211562,62358.0003382,2186.70355621,931.950507765,1142.46814175,112.284906698,130.076654746,370.997057925,0.477228762055,0.158035088726,0.182739922431,0.136453750897,62443.2629733,1096398043590,99522253159.7,682530522333,314345268097,140146443797,27943082360.1,112203361437,397291198521,65842292997.6,66983894722.4,285196459764,32181274953.5,12929569081.2,1711.50034325,1967.30101747,0.00801276466994,0.0113974657828,3.80387454748,3.36658535214,2.02300425476,0.397352535673,0.387772816597,0.399888939606,0.397346279573,0.0287750597015,0.0132558619619,0.00615660578677,0.00803268844174,0.00710396216918,0.0633241780611,513.952763608,2.99646002485,3.32670400959,1.81715530647,2.02358544161,1.26498424775,20387.0205509,233561.571282,148526.042706,382087.613988,6463.63161748,6127.08921204,1421.4712778,33819.7261475,5483.23657485,9254.8593186,1132.33874884,1703.53456579,145.463233698,143.322972596,73.9258363033,88.0223842217,627.147459247,362.712042598,40724.4340001,90.0656942217,12090.7326332
2018,136170.483051,0.0510179128889,141680.078468,0.0340252514099,0.858549860366,20238.6901816,39161.5294521,76770.2634175,22109.6052875,3020.36154434,171.544623877,0.0537436299304,0.290981358945,0.230344143194,0.478674497861,3.5453931566,17.8143238346,18.5351093878,136.84355041,2465.4332029,2333.90891142,1714.00189149,315.31429775,422.413132611,255.961049114,4.24235786916,3.16785674392,4.23529282223,8.85258883683,4.25410209689,9.38361939504,22.2639561783,7643.8760357,2.44867812976,138.575233423,56.4245913768,80.8356294159,4062.73822285,15341.609341,6479.52923176,1199.26162492,2114.57088736,1566.59776534,4465543651150,1455.28511071,1447.39921495,350.496644006,0.0758011170942,109.144807633,24.9506662904,134.095473923,53539.4072179,17208.9688819,20836.7115872,15493.7267489,7409.22905017,1951.72896691,4432.0113488,2734.4906078,713.71070025,0.00275355254274,311.778034217,63683.1268759,2381.98497954,1098.63777282,1162.94868356,120.398523157,136.242439149,374.37565612,0.482665687939,0.159016202501,0.184025087967,0.139624397471,63753.8275984,1078363067460,114438841926,658684892926,305239332603,135128199992,34306896043.1,100821303949,445729361645,64326383855.7,60391311374.4,336360408000,34527513901,14450128369.2,1675.52607962,2000.76931406,0.00761125402467,0.0112113066998,3.82576708361,3.39072870573,2.07034652498,0.399327880147,0.389597330337,0.401609956625,0.399481876422,0.0300722481434,0.0140287031459,0.00650145285648,0.00850528088877,0.00746672491264,0.0665744099472,518.778337419,3.0283672368,3.34112789273,1.83394250891,2.02443526316,1.27522198389,21120.3975004,239592.341327,156665.509551,396257.850878,6701.12414771,6234.39154358,1477.12936532,34171.0228867,5470.54303283,9332.29415939,1141.38291504,1689.6874343,145.504556352,143.993899507,74.7180419322,86.0694996711,657.832750431,364.216497791,41118.6952849,88.1128096711,12163.3645087
2019,143275.089164,0.0508895420153,147058.074196,0.0361606758806,0.871338285223,20989.4380616,40196.3763432,82089.274759,23131.2742683,3049.78518911,175.085559319,0.0542922718389,0.284656649837,0.23142805964,0.483915290522,3.51623853426,18.5487027997,19.0384562207,136.561939144,2472.46456703,2353.29354303,1739.38220739,319.623718558,441.350304775,261.588360614,4.09236965242,3.05113117338,4.19510862815,8.82816380283,4.22497321591,9.63249813685,22.5734318769,7724.26464055,2.43345086277,138.2263554,56.6176279561,81.1819978117,4056.78552232,15614.9667748,6582.20250314,1222.39988717,2142.77471699,1571.42425343,4525504757090,1485.68095155,1477.7459837,355.770883861,0.0765955430684,110.435891848,24.9996184179,135.435510266,54439.2681884,17515.967116,21035.8180945,15887.4829779,7895.89514448,2308.76306648,4493.8959634,2754.72589876,764.091052009,0.00289315480564,329.145062585,65089.8892316,2607.90791477,1299.61401216,1179.39652978,128.897372825,143.149789749,377.319144483,0.488491746468,0.161116413151,0.184902904915,0.142472428402,65145.5105869,1055166422830,128786399272,632713565562,293666457995,129863350725,40507525794.9,89355824930.5,497320807124,60830014449.9,52857387126.5,394353014304,35371363806.1,14739041888.1,1640.04469658,2027.64757738,0.00717516823607,0.0109706131623,3.87469189133,3.40739289509,2.11296502546,0.401196881821,0.391378385257,0.403250980093,0.401445664696,0.0313569392734,0.0148173775535,0.00685241457823,0.00898910806825,0.00786859371162,0.069884433185,524.14298601,3.0753172472,3.34748061971,1.8337436816,2.03465223008,1.28509731322,21882.2916939,245729.287175,165203.303242,410932.590417,6947.32132034,6342.77456024,1535.09426461,34576.6246071,5492.03712183,9408.68832894,1150.02028459,1679.28239536,146.447070321,144.620477059,75.5038316441,84.3579949432,685.983603174,366.571379024,41603.7559935,86.4013049432,12237.9910089
2020,150668.06844,0.0505160695214,152575.142518,0.0364899752614,0.878426369689,21985.0005925,41264.3809989,87418.6868491,24172.3572071,3078.34251037,178.678744682,0.0548595574575,0.27849412498,0.232484181263,0.489021693757,3.4898759786,19.3065149647,19.550886281,136.286320989,2479.05282524,2370.78029372,1767.22626938,321.892756093,461.158643176,267.60422029,3.94226996019,2.93330252748,4.14842874481,8.80913448489,4.16403031151,9.88068294603,22.9000745444,7804.00132888,2.41880886635,137.892428987,56.7969188701,81.5364308738,4050.76715151,15889.4280932,6685.61165394,1246.12073584,2171.79661169,1576.2817574,4585759131570,1515.91838761,1509.78020561,361.077612597,0.0774263974218,111.714676498,25.0474240812,136.762100579,55338.9393171,17931.4954765,21178.8844854,16228.5593552,8431.30410714,2735.05093143,4538.98476572,2769.05419514,812.439528014,0.00301704346633,344.828881983,66539.2976193,2868.06256231,1539.57353445,1191.43557008,137.053457785,149.279650376,379.450525185,0.494401159564,0.164213480063,0.185302387356,0.144885292145,66540.5499655,1018220325650,141182067695,599664407086,277373850869,122057196616,45835289595.4,76221907020.8,548703425011,54845296287.4,44024180340,456913121375,34257333077.5,13508790218,1604.6687993,2047.32118635,0.00667356627591,0.0106293136627,3.94786343802,3.41535555904,2.14925127627,0.402952496546,0.393106483649,0.404865200656,0.403234951,0.0326327822392,0.015619832312,0.00720888003215,0.00948293245438,0.00831345379811,0.0732578808358,530.033754563,3.12204759995,3.3522991898,1.81886737689,2.0569552737,1.29481197361,22692.3400363,251977.165836,174163.68948,426140.855316,7202.74416737,6458.85085123,1596.82045198,35013.4842104,5559.37035046,9483.91449624,1158.61874094,1671.00253579,148.186395662,145.19961943,76.2832489443,82.8069621281,714.030245428,369.669264035,42169.6750128,84.8502721281,12313.535773
2021,158265.063059,0.0495236396021,157481.136113,0.0329252898245,0.880411564962,23262.6573231,42416.3318139,92586.073922,25220.5530182,3106.85494721,182.055206341,0.0553542656508,0.273568397164,0.233328342995,0.493103259842,3.47022925189,20.0765188699,19.9770747866,136.032187499,2485.1725961,2381.38022349,1801.63010007,324.071209509,479.696687366,275.109880977,3.79581442917,2.81732211806,4.09015527581,8.81493603302,4.09800199359,10.0920804772,23.3342054939,7883.09288501,2.40472624768,137.583728412,57.0764789868,81.8907268724,4044.60818332,16153.4209161,6789.23871499,1270.26098482,2197.93796982,1581.20575732,4638645824100,1546.48134076,1543.23788179,365.516341953,0.0782807992901,113.001894978,25.0948751611,138.096770139,56173.5747214,18405.4650381,21259.5651722,16508.5445111,8996.96763395,3222.73769051,4566.05667157,2774.28707929,853.195773853,0.00309195843621,354.97749802,67944.8294346,3156.86790072,1814.09479427,1198.84432536,143.928781087,152.986352198,380.414241076,0.499803437636,0.167838594308,0.185177066859,0.146787776469,67802.4354138,977078635642,142226591595,571334354991,263517689056,118567391489,47859158812.9,70708232676.2,560530020187,47673133361.4,35519049685.6,483114302613,30745433060.6,11151234828.4,1567.70206883,2059.42821074,0.00620441698451,0.0100664868715,4.03505464956,3.41359410499,2.17792691616,0.404608799718,0.394782108431,0.406516337458,0.404875403591,0.033969263273,0.0164389071812,0.00757191326992,0.0099888008937,0.00880309804591,0.0767719826638,536.343926539,3.13068290199,3.37550551023,1.81037721334,2.08972727005,1.30510332921,23563.0646273,258345.813414,183583.14699,441928.960405,7468.33925938,6585.50519198,1663.28734022,35431.5607061,5666.62316841,9559.52832971,1167.74705867,1662.17647108,150.339620299,145.763646335,77.0563601486,81.2676526893,752.398260569,373.159626783,42761.4712148,83.3109626893,12389.4518595
2022,165729.737491,0.047087302521,161059.993373,0.0256851366564,0.879987259471,24783.1761598,43671.8767818,97274.6845489,26269.8094879,3134.97453338,185.167735127,0.0557710242971,0.270727012891,0.23381529395,0.495457693158,3.4594623469,20.816517141,20.2299729882,135.796376683,2490.72906131,2391.15251115,1833.19919363,328.986653053,497.002095979,284.58781191,3.65940597263,2.70892097341,4.03229381886,8.81536647283,4.06529918478,10.2726313389,23.928702871,7961.45370372,2.39117969309,137.294274032,57.5414278021,82.2265156785,4038.26941848,16401.615085,6891.4269262,1294.33520156,2221.10682583,1586.2614673,4674665686550,1578.7220713,1577.46700608,368.304582392,0.0791236613012,114.334945135,25.1440197901,139.478964925,56879.6486344,18847.6088159,21287.7302658,16744.3095526,9545.15042913,3725.73957656,4578.17903019,2770.70848327,882.459405547,0.00311138768032,358.77241684,69195.5075468,3448.44879902,2097.23701391,1202.34641272,148.865372394,153.947687625,380.181858965,0.504007969232,0.171110275106,0.184613918413,0.148283775713,68817.2731608,929837605947,135774812078,543067349110,250995444759,114218761982,46585894836.8,67632867145,542674029121,40786926405.9,28552835905.2,478818219725,26514202920,8788770570.96,1527.42083966,2065.15115008,0.00577323757735,0.00939586876781,4.11465896202,3.40373870143,2.20052040826,0.406276780495,0.396536044929,0.408233874015,0.40651456371,0.0353615776347,0.0172809532494,0.0079438374518,0.0105111221434,0.00933012592677,0.080427616406,542.844004973,3.15629034122,3.39963515088,1.80512748798,2.12077654446,1.31545180727,24475.6355233,264842.463296,193498.797532,458341.260827,7744.61250086,6715.06295657,1733.16148391,35764.3441139,5773.03198852,9639.40482494,1177.84359201,1649.25822408,152.20082613,146.397859783,77.8223284754,79.5519860581,793.132794235,376.421014389,43270.5375863,81.5952960581,12466.506641
2023,172932.207742,0.0439600409359,163291.734747,0.0176632330288,0.880762142159,26472.5753696,45052.0375542,101407.594818,27317.0809292,3162.9322379,188.028877706,0.0561119246746,0.26980949454,0.233972536476,0.496217968985,3.45607305277,21.512007186,20.3127746829,135.570395615,2495.63803637,2400.48855105,1858.59639576,340.097299128,513.314846545,295.163477718,3.53933933642,2.6138347367,3.98119745596,8.80024668524,4.1102341917,10.4399089332,24.6331811179,8038.86900219,2.37814922066,137.019940064,58.2036697431,82.5258206534,4031.82507591,16635.8035499,6990.26411167,1317.7598457,2245.05165587,1591.4687508,4694388677660,1613.94911735,1611.59611025,369.507432985,0.0799154262019,115.723416983,25.1966885328,140.920105516,57419.350567,19226.8344214,21260.1187855,16932.3973601,10058.0156993,4221.75763548,4578.22685642,2758.73222295,900.310809326,0.003089039397,357.720398093,70236.0984893,3731.07145624,2376.44800312,1202.74666076,151.876792358,152.841921679,378.849718385,0.506732169443,0.173773965608,0.183588481014,0.149369722822,69587.6021043,878752011298,128330814283,512449604560,237971592455,106979719405,44042016366.7,62937703038,517775835287,34569315140.1,23061910138.8,465395125269,22565290416.6,6753509462.17,1491.71701555,2065.80521579,0.00538148493958,0.00876405143189,4.17970743673,3.38536698761,2.21702079756,0.407926858617,0.398314003338,0.409992737527,0.408092278306,0.0368252219448,0.0181463977903,0.00832496556696,0.0110500330224,0.00988576234517,0.0842323806696,549.24788645,3.15528008161,3.43234132045,1.82340790381,2.13373226942,1.32610927007,25365.6004099,271459.286834,203920.886834,475380.173668,8031.69372378,6827.01773108,1801.65136946,35988.1371937,5815.4374809,9726.70103361,1188.80571138,1631.24568204,153.565959546,147.180025456,78.5790544467,77.6181426792,841.801491304,379.325039449,43605.2260441,79.6614526792,12546.752427
