Year,GDP.Nominal GDP[1],GDP.nominal GDP growth rate[1],GDP.Real GDP in 2021c$[1],GDP.real GDP growth rate[1],Government.debt to GDP ratio[1],Government.government consumption[1],Finance.total investment[1],Circular Flow.private consumption[1],Employment.Wage Rate[1],Employment.Employed[1],Employment.Unemployed[1],Employment.unemployment rate[1],Employment.share of employment in agriculture[1],Employment.share of employment in industry[1],Employment.share of employment in services[1],Inflation.agriculture percentage of GDP[1],Demographics.nominal GDP per person[1],Demographics.real GDP per person[1],Demographics.Aged 0 years[1],Demographics.Aged 1 to 20 years[1],Demographics.Aged 20 to 40 years[1],Demographics.Aged 40 to 60 years[1],Demographics.Aged 60 to 65 years[1],Demographics.Aged 65 to 75 years[1],Demographics.Aged Over 75 years[1],Demographics.deaths 0 years[1],Demographics.deaths 1 to 20 years[1],Demographics.deaths 20 to 40 years[1],Demographics.deaths 40 to 60 years[1],Demographics.deaths 60 to 65 years[1],Demographics.deaths 65 to 75 years[1],Demographics.deaths Over 75 years[1],Demographics.Population[1],Demographics.fertility[1],Demographics.Births[1],Demographics.total deaths[1],Demographics.female population literacy percentage[1],Land Use.Forest Land[1],Crop.crop production[1],Food Demand.crop demand for food[1],Food Demand.Crops used for Seed or Lost[1],Food Demand.feed production[1],Land Use.Cropland[1],Freshwater.total water withdrawal[1],Animal Products.animal products production[1],Food Demand.animal products demand[1],Freshwater.irrigated cropland[1],Animal Products.aquatic animal product share[1],Land Nutrients.man made fertilizer use[1],Land Nutrients.manure fertilizer use[1],Land Nutrients.fertilizer use[1],fossil energy.Secondary Fossil Energy Output[1],fossil energy coal.Secondary Fossil Energy Output[1],fossil energy oil.Secondary Fossil Energy Output[1],fossil energy gas.Secondary Fossil Energy Output[1],renewable energy.Renewable Energy Output[1],wind and solar energy.Wind and Solar Energy Output[1],hydropower energy.Hydropower Energy Output[1],nuclear energy.Nuclear Energy Output[1],other energy.Other Energy Output[1],bio fuel energy.bio fuel primary energy[1],bio fuel energy.bio fuel secondary energy output[1],energy supply.Total Energy Output[1],renewable energy.Total Renewable Energy Capacity[1],wind and solar energy.Wind and Solar Energy Capacity[1],hydropower energy.Hydropower Energy Capacity[1],other energy.Other Energy Capacity[1],bio fuel energy.bio fuel production[1],nuclear energy.Nuclear Energy Capacity[1],fossil energy.Primary Fossil Energy FUEL[1],fossil energy coal.Primary Fossil Energy FUEL[1],fossil energy oil.Primary Fossil Energy FUEL[1],fossil energy gas.Primary Fossil Energy FUEL[1],energy demand.demand for energy[1],energy investments.Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Coal Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Oil Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Gas Gross Investments in Fossil Fuel Extraction Capital[1],energy investments.Gross Investments in Fossil Energy Capital[1],energy investments.Coal Gross Investments in Fossil Energy Capital[1],energy investments.Gross Investments in Fossil Energy Capital oil and gas[1],energy investments.Gross Investments in Renewables[1],energy investments.Investments in Nuclear Capacity[1],energy investments.Gross Investments in Hydropower Energy capacity[1],energy investments.Gross Investments in Solar and Wind Energy Capacity[1],energy investments.Gross Investments in Other Capacity[1],energy investments.Gross Investments in Biofuel Capacity[1],wind and solar energy.Installation Cost of Solar and Wind capacity[1],hydropower energy.Hydropower Installation Costs[1],energy investments.share of GDP invested in fuel extraction[1],energy investments.share of GDP invested in Energy without fuel[1],fossil energy coal.Fossil Fuel Extraction Carbon[1],fossil energy oil.Fossil Fuel Extraction Carbon[1],fossil energy gas.Fossil Fuel Extraction Carbon[1],fossil energy.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy coal.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy oil.conversion efficiency of fossil fuels to secondary fossil energy[1],fossil energy gas.conversion efficiency of fossil fuels to secondary fossil energy[1],Sea Level.SLR thermosteric[1],Sea Level.SLR from mountain glaciers[1],Sea Level.SLR from Greenland Ice Sheet[1],Sea Level.SLR from Antarctic Ice Sheet[1],Sea Level.SLR from LWS[1],Sea Level.Total global SLR[1],Animal Products Demand.Average Daily Demand Per Capita[1],Ocean.Air sea co2 flux[1],Emissions.land carbon sink[1],Terrestrial Carbon Balance.Terrestrial carbon balance[1],Terrestrial Carbon Balance.deforestation carbon loss[1],Terrestrial Carbon Balance.forest regrowth carbon uptake[1],Concrete.total yearly concrete use[1],Concrete.residential concrete stock in use[1],Concrete.Infrastructure concrete stock in use[1],Concrete.In use concrete stock[1],Concrete.concrete waste generation[1],Concrete.new RS construction[1],Concrete.CO2 emissions[1],Emissions.CO2 emissions from Energy[1],Emissions.CO2 Emissions from Food and Land Use[1],Emissions.N2O Emissions from Food and Land Use[1],Emissions.N2O Emissions from Other[1],Emissions.N2O Emissions from Energy[1],Emissions.CH4 Emissions from Energy[1],Emissions.CH4 Emissions from Food and Land Use[1],Emissions.CH4 Emissions from Other[1],Emissions.SO2 Emissions from Energy[1],Emissions.HFC134a eq Emissions[1],Emissions.Total CH4 Emissions[1],Emissions.Total CO2 Emissions[1],Emissions.Total SO2 Emissions[1],Emissions.Total N2O Emissions[1],Energy Balance Model.Surface Temperature Anomaly[1]
2052,678605.997878,0.0533513316491,307468.089064,0.0293803911879,1.08271197925,102936.069527,193469.623871,382200.30448,83779.6628356,3720.82939361,213.75323116,0.0543267867383,0.185264901671,0.248461625717,0.566273472612,3.29529418753,69.4393117895,31.4621040318,131.872412882,2504.75855485,2598.53268823,2360.13983852,531.279430504,898.423185499,747.64255767,1.72691264735,1.16118674962,3.00184909188,7.90494223234,4.1645050047,12.7719805131,53.3832229907,9772.64866816,2.1543493729,132.512528274,84.1467654865,88.1086850494,3693.50057219,37478.2167845,9324.45273915,1931.31922537,2985.12277298,2055.81945532,6468943349870,2649.60653612,2627.34059902,561.25424462,0.100120343641,198.276527987,26.4093151034,224.68584309,36713.7805608,6063.50750604,13815.289264,16834.9837908,55997.868317,30326.7586843,6435.9692918,6339.9369074,9593.80039556,0.0777136004319,9641.33994528,99051.5857852,20389.4333733,17071.0806587,1699.93870084,1618.41401381,3845.17466567,882.315364005,0.301923696368,0.0482311400603,0.111357537003,0.142335019305,99428.2999593,557634596662,0,340742910367,216891686295,110599620590,0,110599620590,1824134630780,183028371584,44566173391.8,1263528801840,242157148101,273882507451,1174.78116958,2878.29205384,0.0018136340534,0.00834167086032,1.16492376448,2.05371142605,2.11196771954,0.437758319763,0.452583683372,0.263049358168,0.425797825037,0.0783222059051,0.0493059848929,0.0224140480654,0.0316938624471,0.0244335829352,0.206169684246,736.565251284,3.19529320782,3.72681239999,-0.563967116451,3.00018142045,1.51009022966,40566.2189787,463771.629494,609256.336992,1073027.96649,18397.5658585,6475.74432649,2999.85455174,22929.7551482,12334.3160478,12774.0155336,1394.4497203,535.662278537,40.1602084376,155.828343139,95.5265587205,16.6862527956,1832.9398095,291.515110297,38263.9257478,18.7295627956,14704.1275324,1.65266813783
2053,709462.223661,0.0472978945049,313317.547746,0.0223674700978,1.08114206406,107896.888963,201500.686721,400064.647976,87468.5193529,3726.71254805,216.658736527,0.0549425151455,0.182882183802,0.248869971309,0.568247844889,3.29397521833,72.2910811229,31.9256804745,131.615820363,2503.070202,2599.5975028,2370.26828523,533.471372693,915.491804306,760.451170541,1.67262693741,1.12043983296,2.95619071184,7.81915218191,4.10321208665,12.8138963422,53.9138989467,9813.96615794,2.15011236462,132.234457846,84.4352646208,88.3086258594,3683.13127216,38376.2382362,9411.35060029,1953.86411929,3097.75427765,2069.56815383,6522732314750,2678.27708099,2654.49324967,567.90476131,0.101015910871,202.025708252,26.4362793499,228.461987602,36449.7022512,5757.89812142,13685.115261,17006.6888688,57321.7383644,31051.7257859,6427.67112581,6427.65981277,9831.74311792,0.0806979624798,10010.5983348,100199.100428,20835.6336315,17479.1681828,1697.91198861,1658.55346017,3992.83727911,894.7327713,0.299886655119,0.0457385338732,0.110319171835,0.143828949412,100351.131163,552459185657,0,335901355147,216557830510,109603109789,0,109603109789,1804721703990,178477913610,42002911044.5,1253851062740,238482989918,270384740280,1169.41483064,2874.98010014,0.00176325644584,0.00809293581382,1.1047408511,2.03463975992,2.13420927704,0.43756174496,0.453194090011,0.257916207969,0.42567285778,0.0796819559208,0.0505110035891,0.0229891491953,0.0325504862182,0.0252421680408,0.210974762964,741.044357463,3.20075730029,3.69659193073,-0.581793370873,2.97898426435,1.51371829894,42054.4062893,470096.986913,625621.919767,1095718.90668,18803.7366705,6620.84837621,3117.80861458,22852.0531383,12152.7017393,12867.1327365,1399.02157505,521.357444939,38.0500770087,155.449598951,95.9304326085,16.0218900631,1854.19042543,289.430108568,38122.5634921,18.0652000631,14787.5117565,1.65975926766
2054,738336.34607,0.0422442974167,318059.618118,0.0175006163804,1.08703436702,111741.610561,207717.691368,418877.04414,91402.8092695,3736.04844453,215.851842707,0.0546197593609,0.181122224317,0.249171589771,0.569706185912,3.29306919939,74.9245991683,32.2759261764,131.369156243,2501.08249619,2600.25697782,2380.8427404,535.320979812,930.426511623,775.092809874,1.6223483058,1.08278808989,2.91291309299,7.74098175634,4.04361059676,12.8339644152,54.5680519236,9854.39167197,2.1460130949,131.972472453,84.8577940439,88.4960613217,3673.00815635,39265.8313647,9495.15213618,1975.99873334,3217.36948913,2082.93444492,6564838868290,2709.65704723,2682.48868022,573.394455531,0.101890922926,205.836101332,26.4654939146,232.301595247,36184.5924107,5465.51525032,13547.7919891,17171.2851712,58544.715219,31708.2582154,6416.11483918,6507.55798743,10047.1536152,0.0836302806043,10373.1885492,101236.865617,21238.6492076,17848.7334955,1695.02385068,1694.89186134,4137.92482237,906.065957982,0.297846803175,0.0433617118984,0.109224433764,0.145260657512,101139.973529,545926063451,0,330214948351,215711115099,108332917390,0,108332917390,1780881921700,173572782044,39554370450.5,1240975751770,234207698104,266144101374,1164.14218788,2870.26044684,0.00171642683432,0.0078613587666,1.04735217059,2.01453102104,2.15553261674,0.437354140752,0.453761026484,0.252895301629,0.42555656621,0.0810278300527,0.0517170474178,0.023567671067,0.0334124633041,0.0260671136635,0.215792125505,745.78769548,3.20416384331,3.66675842758,-0.579176383443,2.93953787306,1.51727209076,43659.0934702,476564.155282,642997.032278,1119561.18756,19229.6188738,6758.74065662,3245.80882888,22775.0868819,11900.324705,12966.1953524,1403.80631167,507.469989239,36.0395001868,155.168095187,96.3255875323,15.3864191804,1875.3046783,287.533182906,37921.2204158,17.4297291804,14877.4716533,1.66681948199
2055,765384.144017,0.0380457194376,322302.637011,0.0148059136161,1.10029212395,113909.966171,212611.233996,438862.94385,95564.0966203,3743.56651028,216.618505616,0.0546990872262,0.179639402167,0.249425712971,0.570934884862,3.29234896301,77.3602696893,32.5763462905,131.136972216,2498.82758601,2600.54782945,2391.7172176,536.958106,943.869225757,790.705676399,1.57673204279,1.04867816193,2.87279305234,7.67199315421,3.98790424342,12.8421106747,55.3116028287,9893.76261343,2.1420481566,131.726833953,85.3776800491,88.668585695,3663.20996254,40125.8751416,9574.51512047,1997.46680808,3340.70480859,2095.79534262,6600727871580,2741.4772539,2711.49419133,578.285429585,0.102731928575,209.533644413,26.494807273,236.028451686,35920.3817949,5185.8543411,13404.8012438,17329.7262101,59661.67869,32298.5405445,6401.61581786,6579.91829592,10241.7656349,0.0864331437124,10719.7566928,102161.978781,21600.1102711,18181.0063031,1691.3822784,1727.72168966,4276.60708847,916.386492864,0.295820689294,0.0410961223534,0.10808259418,0.14664197276,101863.120932,542253530278,0,326261040181,215992490097,107388912096,0,107388912096,1765985740910,169651462466,37544502636.4,1234098123290,231124830392,263218284595,1159.07836077,2864.30956809,0.00168243590964,0.007688087062,0.992647979647,1.99351488744,2.17605879936,0.437134315285,0.454278276364,0.248089357706,0.425437636863,0.0823731722239,0.0529244990251,0.0241498346694,0.0342801749322,0.0269064997716,0.220634180622,750.851976076,3.19846571365,3.63682605901,-0.568828713001,2.89781423773,1.52077171763,45158.5335404,483144.738114,661390.516173,1144535.25429,19675.0490795,6854.81563816,3366.18164511,22696.3263878,11631.6273506,13063.3491569,1408.5899495,494.004411954,34.1246252866,154.890181756,96.710434126,14.7789878854,1898.28573399,285.725241169,37694.1353834,16.8222978854,14965.9435183,1.67491584438
2056,792650.329418,0.0361238640541,327458.136359,0.0157408441468,1.11726928633,114828.742296,216712.478316,461109.108806,99906.8969494,3749.27856332,218.954117818,0.0551767336775,0.177733175539,0.249752398413,0.572514426048,3.29147871129,79.8074899945,32.9699124207,130.918566673,2496.33621039,2600.54935932,2402.57819859,538.634573679,951.970506058,811.041890717,1.53505808508,1.01753732988,2.8354253751,7.61000223579,3.93707421498,12.7938681067,56.3622326159,9932.02930543,2.13821433002,131.496112068,86.194370847,88.829334275,3653.65689164,40930.9842366,9649.48339222,2018.35791183,3461.80093147,2108.21941534,6643032289550,2771.69123394,2741.85527117,583.919188598,0.103545625645,212.812306244,26.5223572732,239.334663517,35677.9267283,4918.43601995,13264.774082,17494.7166263,60679.7593714,32830.7276997,6385.12834675,6647.56946025,10425.83381,0.0890060901163,11038.069515,103005.25556,21926.6116252,18480.5770534,1687.26173435,1758.77283746,4403.91335498,926.11849858,0.2939831086,0.0389373259043,0.106961246775,0.148084535921,102672.498561,548265922569,0,328123163259,220142759311,108018710184,0,108018710184,1781793219540,168774629889,36385373845,1248478045850,232079186434,264850613410,1154.31880906,2857.57597717,0.00167430844341,0.00763100223979,0.940521235511,1.97277152821,2.19735040102,0.436897673588,0.454740259136,0.243679316424,0.425304232228,0.0837355565427,0.0541350006859,0.0247364635943,0.0351549965675,0.0277583226329,0.225520340023,756.334080253,3.18350073722,3.60745057908,-0.575123671506,2.87745338504,1.52427287714,46415.8742681,489787.542053,680653.06159,1170440.60364,20137.0061595,6895.68054762,3467.77920851,22621.6086196,11437.4080983,13149.0832377,1412.97668009,481.201393644,32.3025476055,154.536044033,97.0844868035,14.2058770651,1924.97064807,283.923078442,37526.7959264,16.2491870651,15043.2613114,1.6850103213
2057,822190.281216,0.0365389305582,334574.406188,0.0197314385219,1.13197645306,115887.867018,220656.405384,485646.008815,104366.221795,3754.51714754,221.554042125,0.0557218499257,0.174942249416,0.250230701948,0.574827048635,3.29031198543,82.4750115852,33.56160813,130.712708193,2493.63370347,2600.45362762,2413.04403411,540.596165166,959.184965322,831.337096496,1.49522480312,0.987730108195,2.79904203357,7.54895538337,3.88977914077,12.7273626378,57.448287012,9968.96230038,2.13450743896,131.277909695,86.9941138632,88.9868747031,3644.21879725,41710.9241898,9721.19843157,2039.09583378,3582.81628469,2120.33980484,6701375587590,2801.20811452,2774.21496899,591.285509416,0.104361535406,215.760908055,26.549010371,242.309918426,35483.7720544,4662.91091236,13137.4778755,17683.3832666,61677.6735767,33354.8156366,6367.73435707,6714.30008532,10611.9386183,0.0914730592711,11343.1849647,103875.745716,22248.6957027,18775.5887141,1682.93943616,1790.16755252,4525.97599579,935.78023587,0.292557836588,0.0368810046762,0.105942492881,0.149734339031,103673.512068,562447913080,0,334805160935,227642752145,110595410659,0,110595410659,1823497151640,170342740981,35800510268.8,1281077305780,236383163685,270236171903,1149.8773118,2850.51268953,0.0016810846935,0.00764041647664,0.890867802466,1.95384065168,2.2216009022,0.436637011285,0.455152440446,0.239570387622,0.425154177537,0.0851228207802,0.0553505579243,0.0253285784046,0.0360385982816,0.0286222105773,0.230462765968,762.425288321,3.16779348942,3.58071757627,-0.597713893151,2.87654936851,1.52781235034,47410.4975491,496440.043361,700559.940823,1196999.98418,20611.1611895,6889.2825566,3548.61099845,22569.4806417,11317.0478692,13226.9759338,1416.67779301,469.356399895,30.5705009777,154.143604603,97.44550274,13.6746802526,1954.60949396,282.159608321,37435.1395093,15.7179902526,15113.0101267,1.69673193713
2058,854272.04408,0.0377186732677,343471.639133,0.0240730977199,1.14007282966,118437.702613,224841.261816,510993.079651,108883.275291,3760.04070686,223.696930887,0.0561525259011,0.171441054438,0.25083072999,0.577728215572,3.28901683474,85.3873213012,34.3311283703,130.517996932,2490.74939062,2600.48053048,2422.75164623,543.052521173,965.677357523,851.4414035,1.45502900752,0.957582433741,2.76171317066,7.48200069755,3.84371345182,12.6438194549,58.4927323282,10004.6708465,2.13092180561,131.069993324,87.7230513708,89.149657674,3634.78343142,42481.3342755,9791.29563524,2060.23751772,3704.69741618,2132.28746111,6773841239190,2831.96278825,2809.41051731,600.198922771,0.105212874306,218.479731467,26.5765120884,245.056243556,35352.8706016,4419.11059105,13027.7677773,17905.9922333,62703.1713901,33904.764595,6350.14375068,6782.63804723,10806.6351524,0.0938870121923,11641.627892,104838.680039,22586.7101958,19085.1576701,1678.5408878,1823.0116379,4645.41545767,945.642265861,0.291661779653,0.0349229747929,0.105065906889,0.151672897971,104839.030049,579745994181,0,343226209075,236519785106,114156572385,0,114156572385,1874926455740,172746915448,35364218264.7,1320707499050,241887675173,276967063246,1145.61815793,2843.32479761,0.00168790062447,0.00764959625779,0.843586749982,1.93751604345,2.2501050344,0.43636274289,0.455539604576,0.235733982767,0.4250038926,0.0865169180057,0.056571617668,0.0259264786974,0.0369314257895,0.0294994947122,0.235445934873,769.342163681,3.16950078606,3.5556507148,-0.636236410857,2.89161482403,1.53136589568,48237.7697544,503067.98221,720912.059624,1223980.04183,21093.6214328,6860.59308724,3615.95835251,22549.0057211,11263.1910126,13302.9110006,1419.80791158,458.589811799,28.9250638347,153.787471965,97.7945498243,13.1874555282,1982.13845423,280.507085624,37428.1550862,15.2307655282,15181.3087239,1.70742976428
2059,888120.122089,0.0385075270331,353177.936315,0.026536038416,1.14075607435,123116.930241,229377.484742,535625.707106,113425.470891,3765.52906605,225.73389037,0.0565570078532,0.167742915015,0.251464509991,0.580792574994,3.28783522087,88.4625399996,35.17881933,130.333170246,2487.71694006,2600.63177086,2431.7454873,546.007124446,971.607413516,871.463200394,1.4135101699,0.926404567174,2.72243400149,7.40646724949,3.79752038285,12.5410034465,59.4890295352,10039.5051068,2.12745080666,130.870795345,88.3725751358,89.321118162,3625.27150647,43246.2225187,9860.8188169,2082.13213228,3828.08903334,2144.18930426,6851895628940,2866.2380754,2848.03328734,609.75330514,0.1061167157,221.065792589,26.6068453016,247.672637891,35282.2105158,4186.60601677,12934.0042172,18161.6002818,63758.5428115,34483.710538,6332.24002429,6852.25914955,11008.7418542,0.0962514063086,11933.850395,105893.012477,22942.1931708,19411.0491705,1674.03822821,1857.10577213,4762.40281001,955.662547514,0.291268252975,0.0330591879289,0.104318057785,0.153891007261,106062.400706,595148864502,0,350395993214,244752871288,117467777724,0,117467777724,1920144669510,174459438814,34751241515.9,1356159316710,246517682035,282716429252,1141.3888031,2835.96677223,0.00168512470148,0.00761585788991,0.798580436495,1.92360093671,2.28279958426,0.436078963496,0.455902960858,0.232151067423,0.424857580557,0.0879065549029,0.0577965272274,0.0265294523182,0.037832220506,0.0303918619069,0.240456616861,777.212705326,3.1777264757,3.53285484027,-0.684591541962,2.91551696839,1.53493300884,49053.3997262,509665.779813,741616.720045,1251282.49986,21582.7554566,6838.79304084,3682.07984686,22558.570674,11253.5205654,13383.3729153,1422.7037254,448.809405218,27.3621770456,153.551034303,98.1350508627,12.7399626408,2007.86347441,279.048262211,37494.1710863,14.7832726408,15254.886046,1.71723447989
2060,924061.424878,0.0392442290597,362397.680877,0.025749775057,1.13532024837,129947.957979,234392.3044,559721.162499,117972.054181,3771.04627136,227.556432353,0.0569089877674,0.164409503163,0.252035783684,0.583554713153,3.28691875035,91.7325165534,35.975586,130.156817185,2484.57361348,2600.88278587,2440.27026921,549.159130959,977.147361433,891.243735417,1.37102499639,0.894528625808,2.68151010662,7.3240617335,3.74942836738,12.422687599,60.4304722981,10073.4337136,2.12408791548,130.678999896,88.9417816937,89.4994006134,3615.65861789,44001.3261865,9929.50833065,2104.72558358,3953.37874353,2156.13795451,6925574193070,2905.76930695,2890.07387616,618.80092295,0.107070063584,223.58966242,26.6414248908,250.231087311,35255.7922366,3964.75171942,12850.0827854,18440.9577318,64823.7193637,35081.2284812,6313.51457081,6921.1083991,11211.6671062,0.0985453649174,12217.3092054,107000.619999,23308.0479437,19747.3949406,1669.31501245,1891.33799066,4875.9050989,965.578510117,0.291245359001,0.0312857118673,0.103649345041,0.156310302093,107211.317214,602944035068,0,352978786834,249965248234,119109400398,0,119109400398,1940910401070,173846465586,33685586285,1374426622430,247952353830,284845838521,1137.11730895,2828.24832477,0.00166376350315,0.00749922266375,0.755754023182,1.9112339402,2.3186055278,0.435786693689,0.456218041336,0.228790842436,0.424715754146,0.0892948195271,0.0590248512561,0.027137360995,0.0387407522955,0.0313005529227,0.245498336996,786.028959416,3.18775209581,3.51259846237,-0.733322090847,2.93920893182,1.53853964674,49990.8092139,516252.16387,762708.307799,1278960.47167,22079.102468,6842.76258188,3757.67846562,22589.2991091,11256.040013,13473.1730657,1425.67138804,439.782078495,25.8775014679,153.492822375,98.4666992369,12.3241005025,2033.24726481,277.83702308,37603.0175877,14.3674105025,15338.6265323,1.72691761707
2061,960164.787607,0.038521928266,369159.890631,0.0206343488632,1.12651398681,138504.36642,239911.477406,581748.943781,122511.580672,3776.87008373,228.7604666,0.0571097268522,0.162177944845,0.252418223844,0.585403831311,3.28637699662,95.0054826947,36.5272857884,129.987010036,2481.35480697,2601.19464764,2448.31766645,552.341318185,982.497179276,910.721868515,1.32934135836,0.863377438642,2.64070106065,7.23953275208,3.70113319289,12.2996547298,61.3286105653,10106.4144971,2.12082783558,130.493266622,89.4684717791,89.675872947,3605.97003371,44729.0141648,9995.54499274,2127.47258689,4080.94185875,2168.18104793,6978407451810,2951.06662637,2934.94620951,625.642983717,0.1080400597,226.087587212,26.6805286226,252.768115835,35239.5910972,3751.86841671,12764.0005075,18723.722173,65846.4406576,35668.1798009,6293.32820166,6985.64567158,11401.3561341,0.100699823099,12483.576521,108071.677426,23665.2909213,20077.7927066,1664.16087354,1923.3373411,4982.50507588,974.838269814,0.291313173531,0.0295987402963,0.102961886842,0.158752546393,108100.652322,598785425224,0,348503663954,250281761270,117809839444,0,117809839444,1923444475500,169802244122,32051020095.3,1365495265100,244481877079,281416313223,1132.74700415,2819.82568384,0.00162202189464,0.00729232024705,0.71501568154,1.89864271419,2.35493689329,0.4354850363,0.456327741145,0.225621211962,0.424594133161,0.0906663704845,0.0602556632772,0.0277498186413,0.0396563992176,0.0322255580237,0.250553809644,795.628214293,3.21132248787,3.49217037476,-0.775773944612,2.95437507292,1.54215984395,51097.4299165,522855.04571,784305.843204,1307160.88891,22584.3771439,6873.37102342,3846.75609365,22621.516336,11239.2333463,13573.9249392,1429.10911506,431.088810754,24.4663758662,153.623574927,98.7890827441,11.9268697856,2054.90749548,276.879033537,37707.505776,13.9701797856,15434.122865,1.73472501853
2062,994650.851673,0.0362305570306,372733.2032,0.0131503410984,1.1181520564,147972.392374,245848.719828,600829.739471,127045.665637,3782.75503382,229.475936046,0.0571940991856,0.161231805148,0.25258037144,0.586187823412,3.28616353504,98.1107677121,36.7658064699,129.821187261,2478.08975187,2601.53325335,2455.79673848,555.483569464,987.84229517,929.472839272,1.29098191065,0.834905667578,2.60272175682,7.15991356041,3.65671217557,12.187082418,62.1877938922,10138.0396349,2.11766756649,130.311946245,89.9889113774,89.8389647187,3596.28632229,45416.0364556,10056.1981561,2149.45156566,4211.95352428,2180.28755787,7004673093340,3001.26693541,2981.23018644,629.704590223,0.108975846633,228.535678219,26.7232352554,255.258913475,35202.3458081,3549.39052264,12664.3821223,18988.5731631,66772.3537844,36208.9607263,6271.00478604,7042.02395176,11564.3917924,0.102677295125,12727.9964796,109016.723544,23991.4512916,20382.2009322,1658.40992429,1950.84043511,5080.34799262,982.920680069,0.291195834463,0.0279945954588,0.102164115368,0.161037123636,108668.319812,584399371557,0,338087258070,246312113487,113931469277,0,113931469277,1873353538670,162978949210,30065687828.1,1333113621750,236891809055,273282420037,1128.33978715,2810.42776473,0.00156787580645,0.00703111994568,0.676276696826,1.88410675776,2.38907516955,0.435200060958,0.45643831147,0.222571088193,0.424491333698,0.0920144648366,0.06148674225,0.0283657829299,0.0405774163112,0.0331650062932,0.255609412621,805.654172762,3.2353104798,3.47060860741,-0.803156942749,2.95277695102,1.54576480693,52292.2214219,529491.441625,806522.196272,1336013.6379,23100.4450108,6910.7150327,3943.11068513,22637.2421841,11168.934239,13683.3573128,1433.05946092,422.344785022,23.1245539895,153.904215717,99.0982149647,11.5368592937,2073.81277835,276.126984671,37749.2871082,13.5801692937,15538.7615587,1.7412115589
2063,1026298.01639,0.0328456594414,373415.716859,0.00561771712759,1.11380601704,157321.232863,252118.898194,616857.885327,131584.244522,3788.07725564,230.228855667,0.0572950017471,0.161393009571,0.252552744537,0.586054245892,3.28619924358,100.935128124,36.7249693784,129.656575277,2474.80124613,2601.87314219,2462.61983957,558.529888154,993.337679905,947.078925356,1.25794225917,0.810615803195,2.56990710007,7.09135249118,3.61986017538,12.0978800346,63.0106684878,10167.8972966,2.11460637428,130.133133471,90.53207976,89.9794830221,3586.71853807,46051.9293214,10109.4304714,2169.79873377,4346.60714045,2192.36028793,7007125523880,3053.90678941,3027.08988213,631.27585245,0.109830620292,230.860419249,26.7673283128,257.627747562,35122.4389263,3356.80092949,12544.5588735,19221.0791233,67561.7963364,36675.1391717,6246.22235619,7087.75725837,11692.7774144,0.104454445054,12947.6573941,109771.992521,24269.1182138,20644.6150571,1652.00487165,1972.4982851,5168.27921507,989.51648025,0.290716545105,0.0264697130452,0.101202472053,0.163044360006,108945.39184,564424936670,0,324512866083,239912070586,108582270495,0,108582270495,1805401612900,154791361495,28044391242.6,1287628643830,227117154870,262611422961,1124.0202137,2799.96094197,0.00151151896181,0.00676087748073,0.639451092341,1.86658510906,2.41916808415,0.434928050239,0.456540020872,0.219591018769,0.424399131876,0.0933478490297,0.0627174333629,0.0289849663342,0.0415033540122,0.0341160587493,0.260669661488,815.645230812,3.25224126141,3.44749612282,-0.811855433042,2.93274073049,1.54934658809,53384.5685845,536149.912928,829357.135336,1365507.04826,23627.3266725,6921.60487507,4031.68997441,22625.0101004,11033.2418944,13795.0737575,1437.3690593,413.322561934,21.8484942352,154.241361868,99.3900703021,11.1475712519,2092.15615077,275.479926405,37689.9419692,13.1908812519,15645.7653787,1.74756862457
